"t","x","U","Y"
0.875,0.325,1.55388538347346,1.02165048337911
0.9,0.325,1.78396530752496,1.04603637273494
0.925,0.325,1.98324571829995,1.07700929950888
0.95,0.325,2.13724934406884,1.11355106552522
0.975,0.325,2.2337564783117,1.15423210175991
1,0.325,2.26632989081686,1.19732350232478
0,0.35,9.4866173954331,-0.64578078062573
0.025,0.35,11.6342144562321,-0.371191102204874
0.05,0.35,13.3253738085998,-0.0497266694620882
0.075,0.35,14.4610102209028,0.305313980018539
0.1,0.35,14.9853323067532,0.678795018623349
0.125,0.35,14.8866175482075,1.0548743523325
0.15,0.35,14.1944273947722,1.4180946963519
0.175,0.35,12.9739087611092,1.75435481371014
0.2,0.35,11.3179772529294,2.05169306313501
0.225,0.35,9.33827023973525,2.30084683387467
0.25,0.35,7.15578588420081,2.4955682498003
0.275,0.35,4.89205338367459,2.63270569026113
0.3,0.35,2.66151174638693,2.71207832939305
0.325,0.35,0.565528262091118,2.73618350144845
0.35,0.35,-1.3117629803813,2.70978689950808
0.375,0.35,-2.90587315697953,2.63944212598753
0.4,0.35,-4.17286232034392,2.53297991750988
0.425,0.35,-5.08908558240284,2.39900164473744
0.45,0.35,-5.65015441760743,2.24639491514609
0.475,0.35,-5.86943230841813,2.08388659599937
0.5,0.35,-5.7762683894383,1.91963628198128
0.525,0.35,-5.41398424642578,1.76087432700243
0.55,0.35,-4.8374585744564,1.61359333382021
0.575,0.35,-4.11002487355748,1.48230524489027
0.6,0.35,-3.29940825310353,1.36988571966717
0.625,0.35,-2.47262159270752,1.27753472304261
0.65,0.35,-1.69010026901064,1.20487601216523
0.675,0.35,-0.999792053947209,1.1502046430538
0.7,0.35,-0.43226941904917,1.11087282533952
0.725,0.35,0.00197589859929812,1.08376685235135
0.75,0.35,0.312158988749562,1.06581121245021
0.775,0.35,0.523480032182286,1.05441217802557
0.8,0.35,0.670621947348615,1.04776563437698
0.825,0.35,0.789820520086561,1.04497423827509
0.85,0.35,0.911331692929931,1.04596493988675
0.875,0.35,1.05407341443702,1.05124316768265
0.9,0.35,1.22361400461789,1.0615554065571
0.925,0.35,1.41371039594948,1.07755531268915
0.95,0.35,1.61054499764584,1.0995510746322
0.975,0.35,1.79802129254133,1.12738468382562
1,0.35,1.96228381580733,1.16044469292989
0,0.375,9.73521685436455,-0.67693409531516
0.025,0.375,11.8695877789776,-0.394789973554399
0.05,0.375,13.5473961011981,-0.066140263596335
0.075,0.375,14.673193317451,0.29574200783892
0.1,0.375,15.1940834892677,0.675827756666068
0.125,0.375,15.0994651963776,1.05843053649088
0.15,0.375,14.4174464614568,1.42824591213613
0.175,0.375,13.2088295879041,1.77125493217911
0.2,0.375,11.5596314871059,2.0754433148103
0.225,0.375,9.5730643775669,2.33131231072117
0.25,0.375,7.36178187754352,2.53217914628862
0.275,0.375,5.04095697631271,2.67428809594879
0.3,0.375,2.72249479018976,2.7567585186859
0.325,0.375,0.510391472631752,2.78140580839674
0.35,0.375,-1.50294777996865,2.75246464866554
0.375,0.375,-3.2397228151961,2.67623763650304
0.4,0.375,-4.63933377704815,2.56068288592166
0.425,0.375,-5.66066935133043,2.41495064177348
0.45,0.375,-6.28401588752614,2.24887209277354
0.475,0.375,-6.51233988570493,2.07241468754114
0.5,0.375,-6.37157728461179,1.89511833480838
0.525,0.375,-5.90951149902689,1.72554417259378
0.55,0.375,-5.19289492358949,1.57077458759939
0.575,0.375,-4.30260625944897,1.43601182235456
0.6,0.375,-3.32692060440269,1.32432347784179
0.625,0.375,-2.35332292228497,1.23657756264343
0.65,0.375,-1.45970544092505,1.17159436279019
0.675,0.375,-0.706149662803439,1.12651036822903
0.7,0.375,-0.128682738823263,1.09732288258915
0.725,0.375,0.263720894459318,1.07954430001772
0.75,0.375,0.488078956789921,1.06887209133863
0.775,0.375,0.582232947572645,1.06177075961779
0.8,0.375,0.596441416609965,1.05587058848709
0.825,0.375,0.583394783655636,1.05012718207645
0.85,0.375,0.588753914351741,1.04472993555571
0.875,0.375,0.644203775435167,1.04080310932776
0.9,0.375,0.764332385116209,1.03998523756559
0.925,0.375,0.947624472069609,1.04399111543654
0.95,0.375,1.18070613174148,1.054249084892
0.975,0.375,1.44414603770268,1.07167961399184
1,0.375,1.717842461211,1.096623529215
0,0.4,9.98416986670632,-0.683010652051106
0.025,0.4,12.0559424726519,-0.394245458174056
0.05,0.4,13.6732190860095,-0.0605913491291602
0.075,0.4,14.7476293650761,0.304827761048031
0.1,0.4,15.2321225235774,0.687290141029151
0.125,0.4,15.1193696799785,1.07152832149632
0.15,0.4,14.4371349257863,1.44269020179126
0.175,0.4,13.2418033893707,1.78714781338783
0.2,0.4,11.6112490516191,2.09312077880488
0.225,0.4,9.63801556726384,2.35111265202319
0.25,0.4,7.4234778991306,2.55417606795916
0.275,0.4,5.07323745328595,2.69804164791562
0.3,0.4,2.6935927938363,2.78114030492981
0.325,0.4,0.388610839069608,2.80454637846442
0.35,0.4,-1.74283095627638,2.77185138914019
0.375,0.4,-3.61057361972842,2.68896143840028
0.4,0.4,-5.13752517687742,2.56380485320279
0.425,0.4,-6.26466653445189,2.40592693579147
0.45,0.4,-6.95612831865574,2.22596526026479
0.475,0.4,-7.20345509862803,2.03501234151294
0.5,0.4,-7.0280695476853,1.8438992189306
0.525,0.4,-6.48107648612302,1.66245511668918
0.55,0.4,-5.63987894799266,1.49881812497054
0.575,0.4,-4.60153749216018,1.35887777062986
0.6,0.4,-3.47334959645993,1.24592622655931
0.625,0.4,-2.36164016511983,1.16057184674701
0.65,0.4,-1.36018103927719,1.10094229325044
0.675,0.4,-0.539906828305589,1.06316072346728
0.7,0.4,0.0584226240017543,1.04203744791268
0.725,0.4,0.427291296868098,1.03188347852506
0.75,0.4,0.590567977176185,1.02732740689258
0.775,0.4,0.596927502550797,1.02401133005135
0.8,0.4,0.509731686554764,1.01906527537844
0.825,0.4,0.395299408900994,1.01129625330753
0.85,0.4,0.31188610717394,1.00108655982389
0.875,0.4,0.3014979580135,0.990049080733782
0.9,0.4,0.385947136340497,0.980537809053137
0.925,0.4,0.567452192372,0.975123277761324
0.95,0.4,0.832915675354783,0.976144120195564
0.975,0.4,1.16014737983712,0.985401631307158
1,0.4,1.52394706207883,1.00401925734743
0,0.425,10.2255818340262,-0.661006984734613
0.025,0.425,12.186282050659,-0.366681786027699
0.05,0.425,13.6964391349868,-0.0303178929520709
0.075,0.425,14.6780160925561,0.335221554464566
0.1,0.425,15.0926719201375,0.715712871857996
0.125,0.425,14.9385670006842,1.0965594825821
0.15,0.425,14.2444580915138,1.46365527258679
0.175,0.425,13.0626292518117,1.80407247853929
0.2,0.425,11.4620691940233,2.10656352364306
0.225,0.425,9.52294918220604,2.3618953932753
0.25,0.425,7.33292018038058,2.56306067774941
0.275,0.425,4.98512549950924,2.70540869830092
0.3,0.425,2.57726861362268,2.78673776947837
0.325,0.425,0.210698476247273,2.80736313692768
0.35,0.425,-2.01159120268682,2.77014935343387
0.375,0.425,-3.98887596437394,2.68047276047171
0.4,0.425,-5.62876742706306,2.54606067068437
0.425,0.425,-6.85496740411836,2.37666202329853
0.45,0.425,-7.61556609370041,2.18352176922706
0.475,0.425,-7.89032912107583,1.97866407529922
0.5,0.425,-7.69534698245428,1.77403396906944
0.525,0.425,-7.08374931015994,1.58058039071422
0.55,0.425,-6.14180499461567,1.40738991835729
0.575,0.425,-4.9805287929386,1.26098536455097
0.6,0.425,-3.72369066213463,1.14489043430809
0.625,0.425,-2.49381036928478,1.05952676795642
0.65,0.425,-1.39810475565683,1.00246633280656
0.675,0.425,-0.516475972762038,0.969007776827524
0.7,0.425,0.106613524487435,0.952996735843119
0.725,0.425,0.465085439239233,0.947773899605976
0.75,0.425,0.588541845374701,0.947109931217191
0.775,0.425,0.534410940582589,0.945991641720197
0.8,0.425,0.376399527976854,0.941151495549434
0.825,0.425,0.191401461855594,0.93127624803253
0.85,0.425,0.0473248321416766,0.916894069861086
0.875,0.425,-0.00597278312829766,0.899994537805093
0.9,0.425,0.0587913086407616,0.883485034544752
0.925,0.425,0.24663826617105,0.870603444178058
0.95,0.425,0.54461779324081,0.864401978734694
0.975,0.425,0.928303405999564,0.867375636403547
1,0.425,1.36837793622384,0.881268274854428
0,0.45,10.4461541037885,-0.608345551912041
0.025,0.45,12.2497498528281,-0.309779410526209
0.05,0.45,13.6086236889699,0.0268047497536503
0.075,0.45,14.4579914602428,0.388911423641452
0.1,0.45,14.7708442389024,0.762992184472133
0.125,0.45,14.5529469273118,1.13535798543746
0.15,0.45,13.8354796030256,1.49292682523229
0.175,0.45,12.6672310172342,1.82377071911308
0.2,0.45,11.1080265099664,2.11747125659613
0.225,0.45,9.22452760059005,2.36533261997087
0.25,0.45,7.08877501111653,2.56051428124387
0.275,0.45,4.77900149794154,2.69815151105157
0.3,0.45,2.38151478865403,2.77550601460744
0.325,0.45,-0.00797695027565651,2.79215434851036
0.35,0.45,-2.28520649093093,2.75018122549858
0.375,0.45,-4.34147410256032,2.65431058667491
0.4,0.45,-6.07129201854219,2.51188841425719
0.425,0.45,-7.38276111942029,2.33264110209116
0.45,0.45,-8.20897242380138,2.12816377056821
0.475,0.45,-8.51819471047448,1.91114368841273
0.5,0.45,-8.32061747302155,1.69438007345386
0.525,0.45,-7.66992080322229,1.48971357184724
0.55,0.45,-6.65890037856041,1.30700433995175
0.575,0.45,-5.40946917078324,1.15330680430568
0.6,0.45,-4.05838349372524,1.03236060567011
0.625,0.45,-2.7408198849057,0.944475564937949
0.65,0.45,-1.57428817150942,0.88682730005011
0.675,0.45,-0.645304086473737,0.854115991455977
0.7,0.45,-0.000790282795202485,0.839490874069111
0.725,0.45,0.354585468551078,0.835599582059526
0.75,0.45,0.454908044328363,0.835610813729099
0.775,0.45,0.364107525431559,0.834061663866401
0.8,0.45,0.16334505790424,0.827423060951078
0.825,0.45,-0.063006104711962,0.814318647271862
0.85,0.45,-0.240268134528246,0.795402500265305
0.875,0.45,-0.313071179744664,0.772955147527826
0.9,0.45,-0.250262608695815,0.750303657323237
0.925,0.45,-0.044824892777923,0.731191617481953
0.95,0.45,0.290332583302489,0.719213257498249
0.975,0.45,0.72897017188592,0.717395052670619
1,0.45,1.23839012484733,0.727954268672116
0,0.475,10.6283768620967,-0.522757650896029
0.025,0.475,12.2325571052621,-0.221651827886119
0.05,0.475,13.4000706896074,0.112391261709953
0.075,0.475,14.0818497710878,0.467350308371807
0.1,0.475,14.2644230190615,0.830518858209133
0.125,0.475,13.9629879744881,1.18933314991337
0.15,0.475,13.2124836017973,1.53199033098055
0.175,0.475,12.0589486609589,1.84783906598972
0.2,0.475,10.5531297154847,2.1275726014553
0.225,0.475,8.74756385892937,2.3632996524485
0.25,0.475,6.69737416227175,2.54858373653447
0.275,0.475,4.46393360817441,2.67853483787697
0.3,0.475,2.11964954842638,2.7500045013615
0.325,0.475,-0.248340586364222,2.7618839659732
0.35,0.475,-2.53769227365559,2.7154513510705
0.375,0.475,-4.63498456849272,2.6146699998849
0.4,0.475,-6.42470228971514,2.46631812471927
0.425,0.475,-7.8019547336471,2.27984487295055
0.45,0.475,-8.68668779133478,2.06689055957829
0.475,0.475,-9.03651114903616,1.84047296233169
0.5,0.475,-8.85532731977938,1.6139162298425
0.525,0.475,-8.1956958635796,1.39965733838364
0.55,0.475,-7.15407555439467,1.20810052394859
0.575,0.475,-5.85949016998807,1.04669302359955
0.6,0.475,-4.45739886050952,0.919358944622792
0.625,0.475,-3.09138489280231,0.826375420053473
0.65,0.475,-1.88556922573436,0.764700917461039
0.675,0.475,-0.930429141937104,0.728694608536335
0.7,0.475,-0.274027442907597,0.711111723616947
0.725,0.475,0.0802868661027327,0.704219616071014
0.75,0.475,0.169693668037626,0.700871269503028
0.775,0.475,0.0622621533941798,0.695387564959778
0.8,0.475,-0.156306223701277,0.684137988608715
0.825,0.475,-0.397165385566445,0.665763896645459
0.85,0.475,-0.581569773068608,0.641051106674503
0.875,0.475,-0.650742368753794,0.61251283781206
0.9,0.475,-0.571031541648352,0.583793152648215
0.925,0.475,-0.334080323235973,0.559011354154468
0.95,0.475,0.04717489302578,0.542165233022247
0.975,0.475,0.544991572556684,0.53667587516933
1,0.475,1.12376171285071,0.545107857967878
0,0.5,10.7523332269755,-0.402262861554155
0.025,0.5,12.1195047538473,-0.100793502196303
0.05,0.5,13.0610626398784,0.227620373237137
0.075,0.5,13.5455561519512,0.571545449521519
0.1,0.5,13.5746939983567,0.91927685256292
0.125,0.5,13.1744604183723,1.25957303074173
0.15,0.5,12.3846001846542,1.58213622646823
0.175,0.5,11.2491051021313,1.87783577027716
0.2,0.5,9.80994431266953,2.13872847131872
0.225,0.5,8.10534819043793,2.35797509033943
0.25,0.5,6.17276911155859,2.5297718616093
0.275,0.5,4.05530779284497,2.64939793809821
0.3,0.5,1.80935785588334,2.71343861223247
0.325,0.5,-0.489315997368744,2.72017671060588
0.35,0.5,-2.74366189618183,2.67007978520231
0.375,0.5,-4.83925921918377,2.56625557256599
0.4,0.5,-6.65430098687598,2.41472714504593
0.425,0.5,-8.07423909806881,2.22439389012479
0.45,0.5,-9.00836553998469,2.00660170100817
0.475,0.5,-9.40486924187891,1.77432150469769
0.5,0.5,-9.26108978438204,1.54102200925457
0.525,0.5,-8.62658626958096,1.31939433715301
0.55,0.5,-7.59815383661195,1.12012024761938
0.575,0.5,-6.30754072912922,0.950878725673247
0.6,0.5,-4.90402226280664,0.815740975979357
0.625,0.5,-3.53484043215725,0.715038814303985
0.65,0.5,-2.32673690426068,0.645711234239676
0.675,0.5,-1.37139000147921,0.602057149393216
0.7,0.5,-0.716737060381827,0.576764110101679
0.725,0.5,-0.365056486918337,0.562052452845779
0.75,0.5,-0.27760982790109,0.550763833846006
0.775,0.5,-0.384636289260923,0.537249514367339
0.8,0.5,-0.598777325433913,0.51795109352422
0.825,0.5,-0.829576450302784,0.491622883585122
0.85,0.5,-0.996681954206213,0.459204679436727
0.875,0.5,-1.03974274012237,0.423408137347037
0.9,0.5,-0.923737621186862,0.388117389876343
0.925,0.5,-0.639460160581829,0.357727271142547
0.95,0.5,-0.19990301097167,0.336528438345034
0.975,0.5,0.365905277115384,0.328225773893429
1,0.5,1.01969919835271,0.335624004449446
0,0.525,10.7979523948729,-0.245270049435865
0.025,0.525,11.8959720846382,0.0538698135038751
0.05,0.525,12.5835016887232,0.373225335250162
0.075,0.525,12.8479792099171,0.702077393989001
0.1,0.525,12.7072559204067,1.02987867100546
0.125,0.525,12.1988355782055,1.34688562705705
0.15,0.525,11.3678565897681,1.64449685459779
0.175,0.525,10.2567558784612,1.91530497218538
0.2,0.525,8.89908960272664,2.15293920513933
0.225,0.525,7.31892133156804,2.35182418407746
0.25,0.525,5.53576524448082,2.50699274454715
0.275,0.525,3.57357687158021,2.61407801829191
0.3,0.525,1.47107704143506,2.66954581655626
0.325,0.525,-0.709874828284619,2.67115974691427
0.35,0.525,-2.88087562413681,2.61858871418067
0.375,0.525,-4.93045307743657,2.51400295880229
0.4,0.525,-6.73464421108242,2.3624880500398
0.425,0.525,-8.17304604976887,2.17211530033321
0.45,0.525,-9.14718435453898,1.95358040286684
0.475,0.525,-9.59730921453287,1.7194051241311
0.5,0.525,-9.51392788282695,1.48279677651471
0.525,0.525,-8.94151309185048,1.25633493947551
0.55,0.525,-7.97350507513787,1.05069719800149
0.575,0.525,-6.73956550883109,0.873628363722467
0.6,0.525,-5.38751217837211,0.729313695558462
0.625,0.525,-4.06324513021736,0.618239663370965
0.65,0.525,-2.89204685686896,0.537540338290942
0.675,0.525,-1.96411568619042,0.481750763606759
0.7,0.525,-1.32618186637435,0.443830877258462
0.725,0.525,-0.97991938731963,0.416294556754293
0.75,0.525,-0.886748776086648,0.392279112424556
0.775,0.525,-0.977746348496693,0.366412859316423
0.8,0.525,-1.16674107282762,0.335382812043865
0.825,0.525,-1.36437578551787,0.298153383664359
0.85,0.525,-1.49093548979363,0.255849131019102
0.875,0.525,-1.48608543012724,0.211355857622048
0.9,0.525,-1.31435406270898,0.168737403392888
0.925,0.525,-0.966039497499004,0.132582016777517
0.95,0.525,-0.45417318538871,0.107382941694809
0.975,0.525,0.191099225602719,0.0970349832602313
1,0.525,0.928977036981107,0.10448990748189
0,0.55,10.7474363695318,-0.0508009278166149
0.025,0.55,11.550119925857,0.242821748852785
0.05,0.55,11.9627173318815,0.549385319025668
0.075,0.55,11.9921674115245,0.859029056157817
0.1,0.55,11.6726873444223,1.16251500854468
0.125,0.55,11.0533271743558,1.45175259578607
0.15,0.55,10.1846395675659,1.71998969517366
0.175,0.55,9.10765715648659,1.96169627765881
0.2,0.55,7.84782834093865,2.17223251633742
0.225,0.55,6.41538917554734,2.34744933998612
0.25,0.55,4.81205707891911,2.48338332826334
0.275,0.55,3.04227765396537,2.57618075415834
0.3,0.55,1.12593198160627,2.62232486502372
0.325,0.55,-0.891183623089668,2.61915102831957
0.35,0.55,-2.93246695970419,2.56554995925802
0.375,0.55,-4.89332138506852,2.46268589758916
0.4,0.55,-6.65188624521448,2.31453501439352
0.425,0.55,-8.08588138450642,2.12806932003918
0.45,0.55,-9.09211355605275,1.91298078901724
0.475,0.55,-9.60442869534847,1.68094014872931
0.5,0.55,-9.60616831849507,1.44448617944524
0.525,0.55,-9.13445070450743,1.21572381544516
0.55,0.55,-8.27543186883393,1.00505060840684
0.575,0.55,-7.15164404119855,0.82012294455456
0.6,0.55,-5.90403827905463,0.665223035016247
0.625,0.55,-4.6721553990499,0.541107678432666
0.65,0.55,-3.57586715271319,0.445334092491367
0.675,0.55,-2.70143616963516,0.372978709059386
0.7,0.55,-2.09358827190036,0.317614455652206
0.725,0.55,-1.75412005429728,0.272385079712769
0.75,0.55,-1.64652008181483,0.231020202352051
0.775,0.55,-1.70531441998915,0.18865968249731
0.8,0.55,-1.84834068795162,0.142395829198281
0.825,0.55,-1.98994385346092,0.0914916945500048
0.85,0.55,-2.05313175768982,0.0372794650770628
0.875,0.55,-1.97902209119148,-0.0172060878831008
0.9,0.55,-1.73247907036912,-0.0677796023139402
0.925,0.55,-1.30357542016805,-0.1097366326455
0.95,0.55,-0.705324737826504,-0.138467937500634
0.975,0.55,0.0311803099697738,-0.149975806488573
1,0.55,0.862713171477883,-0.14125115246347
0,0.575,10.5875185673945,0.181179613901222
0.025,0.575,11.0749616065437,0.46568969287536
0.05,0.575,11.1991325351453,0.755516315147227
0.075,0.575,10.9864286714898,1.0418149141559
0.1,0.575,10.4869249136718,1.31680598076957
0.125,0.575,9.76052570115472,1.57418245376833
0.15,0.575,8.86262013241537,1.80915562797527
0.175,0.575,7.83259081985412,2.01817522660286
0.2,0.575,6.68794035850976,2.1984328743873
0.225,0.575,5.425526742617,2.34731506722144
0.25,0.575,4.02973371463476,2.46198077938605
0.275,0.575,2.48558481786261,2.53921457959653
0.3,0.575,0.793451811981019,2.57563242793708
0.325,0.575,-1.01862978302464,2.56822480891646
0.35,0.575,-2.88865265997621,2.51512960029402
0.375,0.575,-4.72257532784683,2.41644706931391
0.4,0.575,-6.40474384699767,2.27488998939937
0.425,0.575,-7.81488624150321,2.0960794238882
0.45,0.575,-8.84805439235197,1.88837164488761
0.475,0.575,-9.43312826953432,1.66220683912124
0.5,0.575,-9.54582827739862,1.42907217262702
0.525,0.575,-9.21352995532853,1.20026032989698
0.55,0.575,-8.51109110350205,0.985640205606606
0.575,0.575,-7.54887510940662,0.792651377600367
0.6,0.575,-6.45565540620551,0.625677667525792
0.625,0.575,-5.35981866273934,0.485879038000406
0.65,0.575,-4.37217484573546,0.371472331635647
0.675,0.575,-3.57294133864687,0.27838024581278
0.7,0.575,-3.00436694154076,0.201120418706287
0.725,0.575,-2.66936242491794,0.133785951290415
0.75,0.575,-2.53556163514781,0.0709740597049444
0.775,0.575,-2.54362414216818,0.00854688517857923
0.8,0.575,-2.61821212969114,-0.0558596189916166
0.825,0.575,-2.67992462494532,-0.122617786987243
0.85,0.575,-2.65651848696967,-0.190180482902528
0.875,0.575,-2.49194837162893,-0.255404815984095
0.9,0.575,-2.15217969659307,-0.314055193925946
0.925,0.575,-1.62731746322828,-0.361399657626532
0.95,0.575,-0.930284306200299,-0.392807634355551
0.975,0.575,-0.0928997612106172,-0.404275984888229
1,0.575,0.839401374618206,-0.392832044330124
0,0.6,10.3111912606514,0.449356914911378
0.025,0.6,10.4699475711641,0.720899104038479
0.05,0.6,10.2994787439733,0.989974566767018
0.075,0.6,9.84498544031341,1.24892240488406
0.1,0.6,9.1712243938921,1.49156133070588
0.125,0.6,8.3476149008544,1.71347329540804
0.15,0.6,7.43325983198759,1.91190529025806
0.175,0.6,6.46527312883847,2.08533750726817
0.2,0.6,5.45320072892688,2.23283721745617
0.225,0.6,4.38102900063925,2.35337754034998
0.25,0.6,3.21651265583921,2.4453088595144
0.275,0.6,1.92573426049892,2.50613799970122
0.3,0.6,0.489364581449833,2.5327013330725
0.325,0.6,-1.08352091410807,2.52171481601013
0.35,0.6,-2.74781550909725,2.47058788678778
0.375,0.6,-4.4232715291509,2.3783122143914
0.4,0.6,-6.00416141612476,2.2462061019799
0.425,0.6,-7.37577395688685,2.0783192034406
0.45,0.6,-8.43409426348265,1.88137907207076
0.475,0.6,-9.10426270163687,1.66425840417893
0.5,0.6,-9.35379513134017,1.43705622653562
0.525,0.6,-9.19791607905114,1.2099604942607
0.55,0.6,-8.69627604848302,0.992104570553149
0.575,0.6,-7.94226250388182,0.790617560976872
0.6,0.6,-7.04751546625492,0.610015638361951
0.625,0.6,-6.1248945095347,0.452008057256548
0.65,0.6,-5.27294327827554,0.315708675168083
0.675,0.6,-4.56412962103397,0.19818044734132
0.7,0.6,-4.03807327394368,0.0951966658565032
0.725,0.6,-3.7000001129729,0.00209207502908956
0.75,0.6,-3.52386920648088,-0.0854236289621381
0.775,0.6,-3.45918513127044,-0.170586154059187
0.8,0.6,-3.44023586170051,-0.255108100147012
0.825,0.6,-3.39641764854612,-0.338957303046266
0.85,0.6,-3.26228712947803,-0.420392572708969
0.875,0.6,-2.98608354958958,-0.496227249656498
0.9,0.6,-2.53571870403469,-0.56227146831984
0.925,0.6,-1.9016579554772,-0.613877827068167
0.95,0.6,-1.09667047665958,-0.646513237961831
0.975,0.6,-0.152997051415093,-0.656284506320002
1,0.6,0.882132269198845,-0.640364832421893
0,0.625,9.91860681609739,0.750630589956614
0.025,0.625,9.74176633391851,1.00528383454996
0.05,0.625,9.27729933544712,1.24970760182037
0.075,0.625,8.58801727504476,1.47759151868341
0.1,0.625,7.7516323355711,1.68447624772342
0.125,0.625,6.84523236549095,1.86790832298366
0.15,0.625,5.9300929859908,2.02720187138673
0.175,0.625,5.04014790010057,2.16286815756553
0.2,0.625,4.17684835996652,2.27583999019336
0.225,0.625,3.31183966686317,2.36667545553249
0.25,0.625,2.39714604474592,2.43493452214009
0.275,0.625,1.38071635623176,2.4788900779341
0.3,0.625,0.223767858094478,2.49565688090923
0.325,0.625,-1.08425847597328,2.48172964090185
0.35,0.625,-2.5168927116838,2.43381360355631
0.375,0.625,-4.01033024773769,2.34976129054738
0.4,0.625,-5.47191664555842,2.22939356795252
0.425,0.625,-6.79554064598343,2.0750118766764
0.45,0.625,-7.88039365569051,1.89147376354653
0.475,0.625,-8.6488360964669,1.68580905252039
0.5,0.625,-9.05951367959178,1.46645337162822
0.525,0.625,-9.11320762558451,1.24225737704175
0.55,0.625,-8.85077292723434,1.02146357539933
0.575,0.625,-8.34429839953935,0.810835843472019
0.6,0.625,-7.68391859604631,0.615075931714994
0.625,0.625,-6.96319919091024,0.436594449010711
0.65,0.625,-6.26575874351712,0.275629472255103
0.675,0.625,-5.65503134167899,0.130654433800395
0.7,0.625,-5.16812065212722,-0.00102272092427801
0.725,0.625,-4.8138759932422,-0.122571347785029
0.75,0.625,-4.57475390688484,-0.236961660450886
0.775,0.625,-4.41174417390884,-0.346383926807214
0.8,0.625,-4.27150330381396,-0.45182413761113
0.825,0.625,-4.09475985925481,-0.552837493950304
0.85,0.625,-3.82498884651829,-0.647537268240832
0.875,0.625,-3.4162974057983,-0.732788177320974
0.9,0.625,-2.83955432335327,-0.804571581962774
0.925,0.625,-2.08604553518187,-0.858468474735522
0.95,0.625,-1.16836956181638,-0.890191401297077
0.975,0.625,-0.118790847631229,-0.896099606236377
1,0.625,1.01433595430276,-0.873640970993076
0,0.65,9.41700494091779,1.07971093112371
0.025,0.65,8.90421045424001,1.31371200712644
0.05,0.65,8.15262722033392,1.52990682922949
0.075,0.65,7.2410462905036,1.72348705167253
0.1,0.65,6.25801514271107,1.89181465536981
0.125,0.65,5.28611904888921,2.03444154695524
0.15,0.65,4.38702191555899,2.15273923424907
0.175,0.65,3.59041414333611,2.24920547540203
0.2,0.65,2.88945066184451,2.32658009892004
0.225,0.65,2.24401140263667,2.38695670565105
0.25,0.65,1.59143987302597,2.43108019020884
0.275,0.65,0.862634389577402,2.4579940953946
0.3,0.65,4.26184228513445e-06,2.46512244871746
0.325,0.65,-1.02679397056265,2.44877667927047
0.35,0.65,-2.21103313772041,2.40498220199958
0.375,0.65,-3.50730668088584,2.33043808135877
0.4,0.65,-4.83847622464242,2.22340155956413
0.425,0.65,-6.10943228395422,2.08429936540421
0.45,0.65,-7.22436006048444,1.91594397379384
0.475,0.65,-8.10353577286882,1.72331806231355
0.5,0.65,-8.69607430448965,1.51299372364168
0.525,0.65,-8.98632259752026,1.29231926526007
0.55,0.65,-8.99329929779388,1.06854579626914
0.575,0.65,-8.7642021100074,0.848053172124424
0.6,0.65,-8.36408959065282,0.635797417116534
0.625,0.65,-7.86422540188738,0.435035897805139
0.65,0.65,-7.33125726676863,0.24733383685688
0.675,0.65,-6.81870394717591,0.0728074772391628
0.7,0.65,-6.36143392078444,-0.0894675028098986
0.725,0.65,-5.97319976347881,-0.240955960365171
0.75,0.65,-5.64696532393255,-0.383145988872929
0.775,0.65,-5.35764418714578,-0.517077477473407
0.8,0.65,-5.06683572065215,-0.64296822892833
0.825,0.65,-4.72906915623415,-0.759981754262432
0.85,0.65,-4.29890824903045,-0.866162084045393
0.875,0.65,-3.73806148938091,-0.958546913409792
0.9,0.65,-3.02155930511841,-1.033444049489
0.925,0.65,-2.14213862265816,-1.08683648990582
0.95,0.65,-1.11228353871585,-1.1148605343826
0.975,0.65,0.0361965110069317,-1.11429714209093
1,0.65,1.25475177607547,-1.0830161800318
0,0.675,8.81970368549868,1.42882494005209
0.025,0.675,7.97714602184152,1.63880488461717
0.05,0.675,6.95089440432787,1.82373650089469
0.075,0.675,5.83376020060064,1.9804370833591
0.1,0.675,4.72278509154509,2.10815361077177
0.125,0.675,3.70376023724842,2.20844565169071
0.15,0.675,2.83690447291857,2.28469156188463
0.175,0.675,2.14659906739569,2.34128932011057
0.2,0.675,1.61753553285871,2.38268783987057
0.225,0.675,1.19847742511487,2.4124269118214
0.25,0.675,0.813269956590342,2.43237529818679
0.275,0.675,0.37707468360885,2.44232140203115
0.3,0.675,-0.185490273197403,2.44000417719312
0.325,0.675,-0.924187126762579,2.42157884822596
0.35,0.675,-1.85247226694039,2.38241730158607
0.375,0.675,-2.94452626405805,2.31807447293344
0.4,0.675,-4.14038208279826,2.22521726376151
0.425,0.675,-5.35763254958433,2.10233153329513
0.45,0.675,-6.50673942470233,1.95008242029415
0.475,0.675,-7.50637876084922,1.77128357699158
0.5,0.675,-8.29561693552362,1.57052319496196
0.525,0.675,-8.84086269122202,1.35355269318493
0.55,0.675,-9.13704291619932,1.12658342610611
0.575,0.675,-9.20383012180712,0.895622349957453
0.6,0.675,-9.07863292286983,0.665950541138119
0.625,0.675,-8.80829046604438,0.441796954694767
0.65,0.675,-8.44109088274076,0.226216108852194
0.675,0.675,-8.0201177996458,0.0211454999479942
0.7,0.675,-7.57834689734742,-0.172396838881094
